filename, Acuarela, Dotwork, Neotradicional, Old-School
images-1-_jpg.rf.c9e92a3f071b220d5cbee6a7435dbd35.jpg, 0, 0, 0, 1
62e7e6ae9044f4568b5a2ef77d1e9f6d_jpg.rf.c36916880d512a2bab5e10cc5a4f134a.jpg, 0, 0, 0, 1
images-1-_jpg.rf.ca149ef710ba07af8611b1685de80014.jpg, 0, 1, 0, 0
tatuaje-fibonacci-acuarela_jpg.rf.d05991043cd05cff73fc9b61334339a5.jpg, 1, 0, 0, 0
images-3-_jpg.rf.cc34683aca3bf995f01e019b9ab9c66c.jpg, 0, 1, 0, 0
8d6cc5da6f74feebeb9e75512bfc211a_jpg.rf.c83931170c1234885b341b68621a6300.jpg, 0, 0, 0, 1
b8b1645a7cae6e9ce8b14d5179147ee5_jpg.rf.c3fe8ea46f965eba48e3a32bcfdf4531.jpg, 1, 0, 0, 0
images_jpg.rf.cf59575f25c473aa508021f7119cf5c2.jpg, 1, 0, 0, 0
images-1-_jpg.rf.c76587da47a894ee9dfeea15d9a4fe13.jpg, 0, 1, 0, 0
images-2-_jpg.rf.c20ad3f28eb139455bca2fd96cd7a1af.jpg, 0, 0, 0, 1
images-1-_jpg.rf.ca9f72c8d88a0d73458b106256c59764.jpg, 0, 0, 0, 1
images-5-_jpg.rf.d14680c69133a09d61884cb1c23ec775.jpg, 0, 0, 0, 1
images_jpg.rf.d6182529b13a9f4c056eee2783014fe7.jpg, 0, 0, 0, 1
6d039a31ebcc492208a001f42eaf0b96_jpg.rf.bc2c4a5839754a891689e72a02b5578b.jpg, 0, 0, 0, 1
images_jpg.rf.d9a0ddf02e08061faa0d5e3fc9a46f54.jpg, 1, 0, 0, 0
images_jpg.rf.d3f932dbc70153afc6ac00438d9870e8.jpg, 0, 1, 0, 0
dotwork-tattoo-style-2_jpg.rf.d86c0626c71844c24085dca4cca762b5.jpg, 0, 1, 0, 0
images-1-_jpg.rf.d4c548053240e96f8f763b3a4564a93e.jpg, 0, 1, 0, 0
descarga-8-_jpg.rf.ca6d3eb0eced98733692a103eeb60d33.jpg, 0, 0, 1, 0
tatuaje-fibonacci-acuarela_jpg.rf.dc650efe00482c522ea37cb59268c100.jpg, 1, 0, 0, 0
5b8a549ebf263ec8949b8114fdcbf473_jpg.rf.d4908a657abbd224924b6badd0c538f9.jpg, 0, 0, 0, 1
descarga-1-_jpg.rf.dfbcfe79f2a7d999029caa7da7abbc00.jpg, 0, 0, 1, 0
1_l-D5X1eY5MZUJ4u_wrViqQ_jpg.rf.d0cb35696afb209290d87169d6e0bf5b.jpg, 0, 1, 0, 0
32fe2662abee44eb7c4a716000540853_jpg.rf.de5cff253c46e26fd79207dfd1f9d318.jpg, 0, 1, 0, 0
tatuaje_Logia_Barcelona_Julio_Voltaje_Aguila_02_jpg.rf.da29d8ebf59606d24f9b4a78d5882e92.jpg, 0, 0, 0, 1
images-1-_jpg.rf.d652c757281ad205e3e5bdd6ac11a5d9.jpg, 0, 1, 0, 0
6d039a31ebcc492208a001f42eaf0b96_jpg.rf.d5aa57cda6ab93ee3d233fb0ab788f13.jpg, 0, 0, 0, 1
images-3-_jpg.rf.d7bc0a1e9e492718cbfdb1d767dfc59c.jpg, 0, 1, 0, 0
7ae3600e111b256d5a6493c45c02222f_jpg.rf.d539d018f05fd8e870744f721d5a3bd7.jpg, 0, 0, 0, 1
b05a0b1ebd0b17a3a4736d3b256173ed_jpg.rf.d9d130cf7d09eedeb3942ff172ff0420.jpg, 0, 1, 0, 0
4a04a6d5c34c3f77a5e6ef75155bbb3a_jpg.rf.de560a5c8a06456bfa401bc9f8af8f8a.jpg, 0, 0, 0, 1
images-4-_jpg.rf.d5e2719e84f1f95952e81067c5bab25c.jpg, 1, 0, 0, 0
13e7ce84aab22ea9a40deb91f567b211_jpg.rf.df5ab2e8fb001f8bc11329592f3df55d.jpg, 0, 0, 0, 1
4a04a6d5c34c3f77a5e6ef75155bbb3a_jpg.rf.df8e9eefbbccf4589c60f7ee6b1a29d6.jpg, 0, 0, 0, 1
descarga-6-_jpg.rf.e31270fa521e805fc18bedb0ae66b532.jpg, 0, 0, 1, 0
descarga-7-_jpg.rf.e241c92d99425ed4bc2a451bc2fdc0e4.jpg, 0, 0, 1, 0
descarga-4-_jpg.rf.dea63e261b897c339be5ff0f472843ef.jpg, 0, 0, 0, 1
descarga-1-_jpg.rf.e2ab96b9f72047a4b1eb3a56804c68b4.jpg, 0, 1, 0, 0
1_l-D5X1eY5MZUJ4u_wrViqQ_jpg.rf.e2614229d51f1dbfd1b295be0801ffd2.jpg, 0, 1, 0, 0
tatuaje_Logia_Barcelona_Julio_Voltaje_Aguila_02_jpg.rf.e0d2a6fba6b128a48b8708a38f4c4898.jpg, 0, 0, 0, 1
descarga-8-_jpg.rf.e358dcb142a573e94c82da44b8d48f4c.jpg, 0, 0, 1, 0
c2b46eb98cc2fabf4112f60d57d65b93_jpg.rf.e29d892070157f189e45e8849be92662.jpg, 0, 0, 0, 1
